name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status
MPLLU702	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MMSTC702	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MSTAT703	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MRSYN703	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MPLLU703	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MMSTC703	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MSTAT704	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MRSYN704	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MPLLU704	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MMSTC704	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MSTAT705	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MRSYN705	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MPLLU705	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MMSTC705	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MSTAT706	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MRSYN706	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MPLLU706	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MMSTC706	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MSTAT707	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MRSYN707	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MPLLU707	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MMSTC707	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MSTAT708	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MRSYN708	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MPLLU708	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MMSTC708	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MSTAT709	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MRSYN709	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MPLLU709	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MMSTC709	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MSTAT710	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MRSYN710	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MPLLU710	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
MMSTC710	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
HLC0014-2104	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
HLC0015-2104	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
HLC0016-2104	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
HLC0017-2104	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
HLC0024-2104	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
HLC0025-2104	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
HLC0026-2104	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
HLC0027-2104	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
HLC0034-2104	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
HLC0035-2104	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
HLC0036-2104	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
HLC0037-2104	MISC	V	0.0	600.0	Miscellaneous	1200.0	good
